type,title,cast,country,rating,listed_in,combination
Movie,sharpay's fabulous adventure,ashley tisdale  austin butler  cameron goodman,united states,tv-g,"comedy, coming of age, music","Movie tv-g comedy, coming of age, music ashley tisdale  austin butler  cameron goodman united states"
Movie,shipwrecked,stian smestad  trond peter munch  louisa haigh,"norway, sweden, united states",pg,"action-adventure, coming of age, family","Movie pg action-adventure, coming of age, family stian smestad  trond peter munch  louisa haigh norway, sweden, united states"
Movie,simpsons movie,dan castellaneta  julie kavner  nancy cartwright,united states,pg-13,"action-adventure, animation, comedy","Movie pg-13 action-adventure, animation, comedy dan castellaneta  julie kavner  nancy cartwright united states"
Movie,sister act,whoopi goldberg  maggie smith  harvey keitel,united states,pg,"comedy, crime, family","Movie pg comedy, crime, family whoopi goldberg  maggie smith  harvey keitel united states"
Movie,sister act 2: back in the habit,whoopi goldberg  kathy najimy  barnard hughes,united states,pg,"comedy, family, music","Movie pg comedy, family, music whoopi goldberg  kathy najimy  barnard hughes united states"
Movie,skyrunners,kelly blatz  joey pollari  conrad coates,united states,tv-pg,"action-adventure, science fiction","Movie tv-pg action-adventure, science fiction kelly blatz  joey pollari  conrad coates united states"
Movie,sleeping beauty,mary costa  eleanor audley  barbara luddy,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy mary costa  eleanor audley  barbara luddy united states"
Movie,smart house,ryan merriman  kevin kilner  jessica steen,united states,tv-g,"comedy, coming of age, drama","Movie tv-g comedy, coming of age, drama ryan merriman  kevin kilner  jessica steen united states"
Movie,smash and grab,unknown,united states,pg,"animation, buddy, family","Movie pg animation, buddy, family unknown united states"
Movie,snow white and the seven dwarfs,adriana caselotti  harry stockwell  lucille laverne,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy adriana caselotti  harry stockwell  lucille laverne united states"
Movie,snowball express,dean jones  nancy olson  harry morgan,united states,g,"comedy, family, sports","Movie g comedy, family, sports dean jones  nancy olson  harry morgan united states"
Movie,snowglobe,christina milian  erin karpluk  hilda doherty,united states,tv-pg,"comedy, family, fantasy","Movie tv-pg comedy, family, fantasy christina milian  erin karpluk  hilda doherty united states"
Movie,society dog show,pinto colvig  walt disney,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family pinto colvig  walt disney united states"
Movie,star wars: a new hope (episode iv),mark hamill  harrison ford  carrie fisher,united states,pg,"action-adventure, science fiction","Movie pg action-adventure, science fiction mark hamill  harrison ford  carrie fisher united states"
Movie,star wars: attack of the clones (episode ii),ewan mcgregor  natalie portman  hayden christensen,united states,pg,"action-adventure, science fiction","Movie pg action-adventure, science fiction ewan mcgregor  natalie portman  hayden christensen united states"
Movie,star wars: return of the jedi (episode vi),mark hamill  harrison ford  carrie fisher,united states,pg,"action-adventure, science fiction","Movie pg action-adventure, science fiction mark hamill  harrison ford  carrie fisher united states"
Movie,star wars: revenge of the sith (episode iii),ewan mcgregor  natalie portman  hayden christensen,united states,pg-13,"action-adventure, science fiction","Movie pg-13 action-adventure, science fiction ewan mcgregor  natalie portman  hayden christensen united states"
Movie,star wars: the empire strikes back (episode v),mark hamill  harrison ford  carrie fisher,united states,pg,"action-adventure, science fiction","Movie pg action-adventure, science fiction mark hamill  harrison ford  carrie fisher united states"
Movie,star wars: the force awakens (episode vii),harrison ford  mark hamill  carrie fisher,united states,pg-13,"action-adventure, science fiction","Movie pg-13 action-adventure, science fiction harrison ford  mark hamill  carrie fisher united states"
Movie,star wars: the phantom menace (episode i),liam neeson  ewan mcgregor  natalie portman,united states,pg,"action-adventure, science fiction","Movie pg action-adventure, science fiction liam neeson  ewan mcgregor  natalie portman united states"
Movie,starstruck,sterling knight  danielle campbell  maggie castle,united states,tv-g,"comedy, coming of age, music","Movie tv-g comedy, coming of age, music sterling knight  danielle campbell  maggie castle united states"
Movie,steamboat willie,walt disney,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids walt disney united states"
Movie,stepsister from planet weird,courtnee draper  tamara hope  lance guest,united states,tv-g,"comedy, family, science fiction","Movie tv-g comedy, family, science fiction courtnee draper  tamara hope  lance guest united states"
Movie,stitch! the movie,daveigh chase  chris sanders  tia carrere,united states,g,"animation, comedy, family","Movie g animation, comedy, family daveigh chase  chris sanders  tia carrere united states"
Movie,stonehenge decoded: secrets revealed,craig sechler,united kingdom,tv-pg,documentary,Movie tv-pg documentary craig sechler united kingdom
Movie,stuck in the suburbs,danielle panabaker  brenda song  amanda shaw,united states,tv-g,"comedy, coming of age, music","Movie tv-g comedy, coming of age, music danielle panabaker  brenda song  amanda shaw united states"
Movie,sultan and the rock star,timothy hutton  ken swofford  bruce glover,united states,tv-pg,"action-adventure, animals & nature, family","Movie tv-pg action-adventure, animals & nature, family timothy hutton  ken swofford  bruce glover united states"
Movie,super buddies,jeremy shinder  tenzing trainor  ty panitz,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family jeremy shinder  tenzing trainor  ty panitz united states"
Movie,swiss family robinson,thomas mitchell  edna best  freddie bartholomew,united states,pg,"action-adventure, family, survival","Movie pg action-adventure, family, survival thomas mitchell  edna best  freddie bartholomew united states"
Movie,tall tale,scott glenn  oliver platt  nick stahl,united states,pg,"action-adventure, western","Movie pg action-adventure, western scott glenn  oliver platt  nick stahl united states"
Movie,tangled,mandy moore  zachary levi  donna murphy,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family mandy moore  zachary levi  donna murphy united states"
Movie,tangled before ever after,zachary levi  mandy moore  eden espinosa,united states,tv-y7,"animation, coming of age, fantasy","Movie tv-y7 animation, coming of age, fantasy zachary levi  mandy moore  eden espinosa united states"
Movie,tarzan & jane,michael weiss  olivia d'abo  rene auberjonois,united states,tv-pg,"action-adventure, animation","Movie tv-pg action-adventure, animation michael weiss  olivia d'abo  rene auberjonois united states"
Movie,teacher's pet,nathan lane  kelsey grammer  shaun fleming,united states,pg,"animation, comedy, family","Movie pg animation, comedy, family nathan lane  kelsey grammer  shaun fleming united states"
Movie,teen beach 2,ross lynch  maia mitchell  grace phipps,united states,tv-g,"fantasy, musical","Movie tv-g fantasy, musical ross lynch  maia mitchell  grace phipps united states"
Movie,teen beach movie,ross lynch  maia mitchell  grace phipps,united states,tv-g,"coming of age, fantasy, musical","Movie tv-g coming of age, fantasy, musical ross lynch  maia mitchell  grace phipps united states"
Movie,teen spirit,cassie scerbo  lindsey shaw  chris zylka,united states,tv-14,"buddy, comedy, coming of age","Movie tv-14 buddy, comedy, coming of age cassie scerbo  lindsey shaw  chris zylka united states"
Movie,that darn cat,christina ricci  doug doug  george dzundza,united states,pg,"animals & nature, comedy, family","Movie pg animals & nature, comedy, family christina ricci  doug doug  george dzundza united states"
Movie,that darn cat!,hayley mills  dean jones  dorothy provine,united states,g,"animals & nature, comedy, family","Movie g animals & nature, comedy, family hayley mills  dean jones  dorothy provine united states"
Movie,the absent-minded professor,fred macmurray  nancy olson  keenan wynn,united states,g,"comedy, family, science fiction","Movie g comedy, family, science fiction fred macmurray  nancy olson  keenan wynn united states"
Movie,the adventures of andré & wally b.,unknown,united states,tv-g,"animation, kids","Movie tv-g animation, kids unknown united states"
Movie,the adventures of bullwhip griffin,roddy mcdowall  suzanne pleshette  karl malden,united states,tv-pg,"action-adventure, comedy, family","Movie tv-pg action-adventure, comedy, family roddy mcdowall  suzanne pleshette  karl malden united states"
Movie,the adventures of huck finn,elijah wood  courtney vance  robbie coltrane,united states,pg,"action-adventure, coming of age, drama","Movie pg action-adventure, coming of age, drama elijah wood  courtney vance  robbie coltrane united states"
Movie,the adventures of ichabod and mr. toad,bing crosby  basil rathbone  eric blore,united states,g,"action-adventure, animation, anthology","Movie g action-adventure, animation, anthology bing crosby  basil rathbone  eric blore united states"
Movie,the african lion,winston hibler,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family winston hibler united states"
Movie,the apple dumpling gang,bill bixby  susan clark  don knotts,united states,g,"comedy, family, western","Movie g comedy, family, western bill bixby  susan clark  don knotts united states"
Movie,the apple dumpling gang rides again,tim conway  don knotts  tim matheson,united states,g,"comedy, family, western","Movie g comedy, family, western tim conway  don knotts  tim matheson united states"
Movie,the aristocats,phil harris  eva gabor  sterling holloway,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy phil harris  eva gabor  sterling holloway united states"
Movie,the art of skiing,john mcleish,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family john mcleish united states"
Movie,the band concert,clarence nash,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids clarence nash united states"
Movie,the bears and i,patrick wayne  chief george  andrew duggan,united states,tv-pg,"animals & nature, drama, family","Movie tv-pg animals & nature, drama, family patrick wayne  chief george  andrew duggan united states"
Movie,the big bad wolf,unknown,united states,tv-y7,"animation, family, musical","Movie tv-y7 animation, family, musical unknown united states"
Movie,the biscuit eater,earl holliman  patricia crowley  lew ayres,united states,g,"animals & nature, drama, family","Movie g animals & nature, drama, family earl holliman  patricia crowley  lew ayres united states"
Movie,the black cauldron,grant bardsley  susan sheridan  freddie jones,"united states, united kingdom",pg,"action-adventure, animation, coming of age","Movie pg action-adventure, animation, coming of age grant bardsley  susan sheridan  freddie jones united states, united kingdom"
Movie,the black hole,maximilian schell  anthony perkins  robert forster,united states,pg,"action-adventure, science fiction, thriller","Movie pg action-adventure, science fiction, thriller maximilian schell  anthony perkins  robert forster united states"
Movie,the blue umbrella,sarah jaffe,united states,g,"animation, family, kids","Movie g animation, family, kids sarah jaffe united states"
Movie,the brave little toaster goes to mars,deanna oliver  tim stack  roger kabler,united states,tv-g,"action-adventure, animation, kids","Movie tv-g action-adventure, animation, kids deanna oliver  tim stack  roger kabler united states"
Movie,the castaway cowboy,james garner  vera miles  robert culp,united states,g,"action-adventure, family, western","Movie g action-adventure, family, western james garner  vera miles  robert culp united states"
Movie,the cheetah girls,raven   adrienne bailon  kiely williams,"canada, united states",tv-g,"coming of age, drama, music","Movie tv-g coming of age, drama, music raven   adrienne bailon  kiely williams canada, united states"
Movie,the cheetah girls 2,raven-symoné   adrienne bailon  sabrina bryan,united states,tv-g,"coming of age, drama, music","Movie tv-g coming of age, drama, music raven-symoné   adrienne bailon  sabrina bryan united states"
Movie,the cheetah girls: one world,adrienne bailon  sabrina bryan  kiely williams,united states,tv-g,"comedy, coming of age, music","Movie tv-g comedy, coming of age, music adrienne bailon  sabrina bryan  kiely williams united states"
Movie,the christmas star,edward asner  rené auberjonois  jim metzler,"canada, united states",tv-g,"crime, drama, family","Movie tv-g crime, drama, family edward asner  rené auberjonois  jim metzler canada, united states"
Movie,the chronicles of narnia: prince caspian,georgie henley  skandar keynes  william moseley,"united states, poland, slovenia, czech republic, united kingdom",pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy georgie henley  skandar keynes  william moseley united states, poland, slovenia, czech republic, united kingdom"
Movie,"the chronicles of narnia: the lion, the witch and the wardrobe",georgie henley  skandar keynes  william moseley,"united kingdom, united states",pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy georgie henley  skandar keynes  william moseley united kingdom, united states"
Movie,the color of friendship,carl lumbly  penny johnson  shadia simmons,"canada, united states",tv-g,"biographical, drama","Movie tv-g biographical, drama carl lumbly  penny johnson  shadia simmons canada, united states"
Movie,the computer wore tennis shoes,kurt russell  cesar romero  joe flynn,united states,g,"comedy, crime, science fiction","Movie g comedy, crime, science fiction kurt russell  cesar romero  joe flynn united states"
Movie,the country bears,christopher walken  stephen tobolowsky  daryl mitchell,united states,g,"comedy, music","Movie g comedy, music christopher walken  stephen tobolowsky  daryl mitchell united states"
Movie,the emperor's new groove,david spade  john goodman  eartha kitt,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family david spade  john goodman  eartha kitt united states"
Movie,the even stevens movie,shia labeouf  christy romano  tom virtue,united states,tv-g,"action-adventure, comedy","Movie tv-g action-adventure, comedy shia labeouf  christy romano  tom virtue united states"
Movie,the flood,angela bassett,united states,tv-pg,"animals & nature, documentary","Movie tv-pg animals & nature, documentary angela bassett united states"
Movie,the fox and the hound,mickey rooney  kurt russell  pearl bailey,united states,g,"action-adventure, animation, buddy","Movie g action-adventure, animation, buddy mickey rooney  kurt russell  pearl bailey united states"
Movie,the fox and the hound 2,reba mcentire  patrick swayze  jonah bobo,united states,g,"action-adventure, animation, buddy","Movie g action-adventure, animation, buddy reba mcentire  patrick swayze  jonah bobo united states"
Movie,the game plan,dwayne johnson  kyra sedgwick  morris chestnut,united states,pg,"comedy, family, sports","Movie pg comedy, family, sports dwayne johnson  kyra sedgwick  morris chestnut united states"
Movie,the ghosts of buxley hall,dick o'neill  victor french  louise latham,united states,tv-pg,"comedy, family, fantasy","Movie tv-pg comedy, family, fantasy dick o'neill  victor french  louise latham united states"
Movie,the goddess of spring,unknown,united states,tv-y7,"animation, family, fantasy","Movie tv-y7 animation, family, fantasy unknown united states"
Movie,the golden touch,unknown,united states,tv-y7,"animation, family, fantasy","Movie tv-y7 animation, family, fantasy unknown united states"
Movie,the good dinosaur,jeffrey wright  frances mcdormand  maleah padilla,united states,pg,"action-adventure, animation, buddy","Movie pg action-adventure, animation, buddy jeffrey wright  frances mcdormand  maleah padilla united states"
Movie,the great muppet caper,jim henson  frank oz  dave goelz,"united kingdom, united states",g,"comedy, crime, family","Movie g comedy, crime, family jim henson  frank oz  dave goelz united kingdom, united states"
Movie,the greatest game ever played,shia labeouf  stephen dillane  peter firth,"united states, canada",pg,"biographical, sports","Movie pg biographical, sports shia labeouf  stephen dillane  peter firth united states, canada"
Movie,the haunted mansion,eddie murphy  terence stamp  nathaniel parker,united states,pg,"comedy, family, fantasy","Movie pg comedy, family, fantasy eddie murphy  terence stamp  nathaniel parker united states"
Movie,the hockey champ,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,the hunchback of notre dame,tom hulce  demi moore  tony jay,"united states, france",g,"action-adventure, animation, family","Movie g action-adventure, animation, family tom hulce  demi moore  tony jay united states, france"
Movie,the hunchback of notre dame ii,jason alexander  jennifer hewitt  tom hulce,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family jason alexander  jennifer hewitt  tom hulce united states"
Movie,the incredible journey,émile genest  john drainie  tommy tweed,"canada, united states",g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family émile genest  john drainie  tommy tweed canada, united states"
Movie,the incredibles,craig nelson  holly hunter  samuel jackson,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family craig nelson  holly hunter  samuel jackson united states"
Movie,the journey of natty gann,meredith salenger  john cusack  ray wise,united states,pg,"action-adventure, coming of age, drama","Movie pg action-adventure, coming of age, drama meredith salenger  john cusack  ray wise united states"
Movie,the jungle book 2,john goodman  haley osment  mae whitman,"united states, australia",g,"action-adventure, animation, kids","Movie g action-adventure, animation, kids john goodman  haley osment  mae whitman united states, australia"
Movie,the jungle book: mowgli's story,brandon baker  sherman howard  clancy brown,united states,g,"action-adventure, coming of age, family","Movie g action-adventure, coming of age, family brandon baker  sherman howard  clancy brown united states"
Movie,the legend of mor'du,julie walters  steve purcell  callum o'neill,united states,tv-g,"animation, family, fantasy","Movie tv-g animation, family, fantasy julie walters  steve purcell  callum o'neill united states"
Movie,the lion king 1 1/2,nathan lane  ernie sabella  julie kavner,"australia, united states",g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy nathan lane  ernie sabella  julie kavner australia, united states"
Movie,the lion king 2: simba's pride,matthew broderick  neve campbell  andy dick,"united states, australia",g,"action-adventure, animation, family","Movie g action-adventure, animation, family matthew broderick  neve campbell  andy dick united states, australia"
Movie,the little mermaid,rené auberjonois  christopher barnes  jodi benson,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy rené auberjonois  christopher barnes  jodi benson united states"
Movie,the little mermaid ii:  return to the sea,jodi benson  samuel wright  tara charendoff,"united states, canada, australia, taiwan",g,"animation, drama, fantasy","Movie g animation, drama, fantasy jodi benson  samuel wright  tara charendoff united states, canada, australia, taiwan"
Movie,the little mermaid:  ariel's beginning,jodi benson  samuel wright  jim cummings,united states,g,"animation, drama, family","Movie g animation, drama, family jodi benson  samuel wright  jim cummings united states"
Movie,the little whirlwind,walt disney  thelma boardman,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids walt disney  thelma boardman united states"
Movie,the living desert,winston hibler,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family winston hibler united states"
Movie,the lizzie mcguire movie,hilary duff  adam lamberg  robert carradine,united states,pg,"comedy, coming of age, family","Movie pg comedy, coming of age, family hilary duff  adam lamberg  robert carradine united states"
Movie,the lost tomb of alexander the great,matt mcfetridge,united kingdom,tv-pg,"documentary, historical","Movie tv-pg documentary, historical matt mcfetridge united kingdom"
Movie,the love bug (1969),dean jones  michele lee  david tomlinson,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family dean jones  michele lee  david tomlinson united states"
Movie,the many adventures of winnie the pooh,sebastian cabot  junius matthews  barbara luddy,united states,tv-y,"animation, kids, musical","Movie tv-y animation, kids, musical sebastian cabot  junius matthews  barbara luddy united states"
Movie,the million dollar duck,dean jones  sandy duncan  joe flynn,united states,g,"comedy, family","Movie g comedy, family dean jones  sandy duncan  joe flynn united states"
Movie,the mistle-tones,tia mowry  jonathan moore  andy gala,united states,tv-pg,"drama, music","Movie tv-pg drama, music tia mowry  jonathan moore  andy gala united states"
Movie,the muppet christmas carol,michael caine  steve whitmire  frank oz,"united states, united kingdom",g,"comedy, drama, family","Movie g comedy, drama, family michael caine  steve whitmire  frank oz united states, united kingdom"
Movie,the muppet movie,jim henson  frank oz  jerry nelson,"united kingdom, united states",g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family jim henson  frank oz  jerry nelson united kingdom, united states"
Movie,the muppets,jason segel  amy adams  chris cooper,united states,pg,"comedy, family, kids","Movie pg comedy, family, kids jason segel  amy adams  chris cooper united states"
Movie,the old mill,unknown,united states,tv-y7,"action-adventure, animation, family","Movie tv-y7 action-adventure, animation, family unknown united states"
Movie,the olympic champ,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,the parent trap,dennis quaid  natasha richardson  lisa walter,"united states, united kingdom",pg,"comedy, family, romance","Movie pg comedy, family, romance dennis quaid  natasha richardson  lisa walter united states, united kingdom"
Movie,the parent trap (1961),hayley mills  maureen o'hara  brian keith,united states,g,"comedy, family, romance","Movie g comedy, family, romance hayley mills  maureen o'hara  brian keith united states"
Movie,the pied piper,unknown,united states,tv-g,"animation, family, musical","Movie tv-g animation, family, musical unknown united states"
Movie,the plausible impossible (disneyland: 1954-58),walt disney,united states,tv-pg,"documentary, family","Movie tv-pg documentary, family walt disney united states"
Movie,the poof point,tahj mowry  dawnn lewis  raquel lee,united states,tv-g,"comedy, coming of age, science fiction","Movie tv-g comedy, coming of age, science fiction tahj mowry  dawnn lewis  raquel lee united states"
Movie,the prince and the pauper,guy williams  laurence naismith  donald houston,united kingdom,g,"action-adventure, coming of age, family","Movie g action-adventure, coming of age, family guy williams  laurence naismith  donald houston united kingdom"
Movie,the princess and the frog,anika rose  bruno campos  keith david,united states,g,"animation, comedy, family","Movie g animation, comedy, family anika rose  bruno campos  keith david united states"
Movie,the princess diaries,anne hathaway  heather matarazzo  hector elizondo,"united states, united kingdom",g,"comedy, coming of age, family","Movie g comedy, coming of age, family anne hathaway  heather matarazzo  hector elizondo united states, united kingdom"
Movie,the princess diaries 2: royal engagement,anne hathaway  heather matarazzo  john rhys-davies,united states,g,"comedy, family, romance","Movie g comedy, family, romance anne hathaway  heather matarazzo  john rhys-davies united states"
Movie,the proud family movie,tommy davidson  kyla pratt  paula parker,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tommy davidson  kyla pratt  paula parker united states"
Movie,the reluctant dragon,robert benchley  gerald mohr  alan ladd,united states,g,"animation, comedy, family","Movie g animation, comedy, family robert benchley  gerald mohr  alan ladd united states"
Movie,the rescuers,bob newhart  eva gabor  geraldine page,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy bob newhart  eva gabor  geraldine page united states"
Movie,the rescuers down under,bob newhart  eva gabor  john candy,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family bob newhart  eva gabor  john candy united states"
Movie,the rookie,dennis quaid  rachel griffiths  jay hernandez,united states,g,"biographical, family, sports","Movie g biographical, family, sports dennis quaid  rachel griffiths  jay hernandez united states"
Movie,the santa clause,tim allen  judge reinhold  wendy crewson,"united states, canada",pg,"comedy, family, fantasy","Movie pg comedy, family, fantasy tim allen  judge reinhold  wendy crewson united states, canada"
Movie,the santa clause 2,tim allen  judge reinhold  wendy crewson,"united states, canada",g,"comedy, family, fantasy","Movie g comedy, family, fantasy tim allen  judge reinhold  wendy crewson united states, canada"
Movie,the santa clause 3: the escape clause,tim allen  elizabeth mitchell  judge reinhold,"united states, canada",g,"comedy, family, fantasy","Movie g comedy, family, fantasy tim allen  elizabeth mitchell  judge reinhold united states, canada"
Movie,the scream team,mark rendall  kat dennings  robert bockstael,united states,tv-pg,"comedy, fantasy","Movie tv-pg comedy, fantasy mark rendall  kat dennings  robert bockstael united states"
Movie,the secret of the magic gourd,劳奕嘉   朱祺隆   郭凯敏 ,"china, hong kong, united states",g,fantasy,"Movie g fantasy 劳奕嘉   朱祺隆   郭凯敏  china, hong kong, united states"
Movie,the shaggy d.a.,dean jones  tim conway  suzanne pleshette,united states,g,"comedy, family, fantasy","Movie g comedy, family, fantasy dean jones  tim conway  suzanne pleshette united states"
Movie,the shaggy dog,fred macmurray  jean hagen  tommy kirk,united states,g,"comedy, family, fantasy","Movie g comedy, family, fantasy fred macmurray  jean hagen  tommy kirk united states"
Movie,the sign of zorro,guy williams  george lewis  gene sheldon,united states,g,"action-adventure, drama, family","Movie g action-adventure, drama, family guy williams  george lewis  gene sheldon united states"
Movie,the simple things,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,the sound of music,julie andrews  christopher plummer  richard haydn,united states,g,"biographical, family, historical","Movie g biographical, family, historical julie andrews  christopher plummer  richard haydn united states"
Movie,the story of robin hood and his merrie men,richard todd  joan rice  peter finch,united kingdom,pg,"action-adventure, family","Movie pg action-adventure, family richard todd  joan rice  peter finch united kingdom"
Movie,the strongest man in the world,kurt russell  joe flynn  eve arden,united states,g,"comedy, family, science fiction","Movie g comedy, family, science fiction kurt russell  joe flynn  eve arden united states"
Movie,the suite life movie,cole sprouse  dylan sprouse  brenda song,united states,tv-g,"comedy, coming of age","Movie tv-g comedy, coming of age cole sprouse  dylan sprouse  brenda song united states"
Movie,the swap,peyton list  jacob bertrand  darrin rose,united states,tv-g,"comedy, coming of age, fantasy","Movie tv-g comedy, coming of age, fantasy peyton list  jacob bertrand  darrin rose united states"
Movie,the thirteenth year,chez starbuck  dave coulier  lisa sullivan,united states,tv-g,"coming of age, fantasy","Movie tv-g coming of age, fantasy chez starbuck  dave coulier  lisa sullivan united states"
Movie,the three caballeros,aurora miranda  carmen molina  sterling holloway,united states,g,"animation, family, musical","Movie g animation, family, musical aurora miranda  carmen molina  sterling holloway united states"
Movie,the three musketeers,charlie sheen  kiefer sutherland  chris o'donnell,"austria, united kingdom, united states",pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family charlie sheen  kiefer sutherland  chris o'donnell austria, united kingdom, united states"
Movie,the tigger movie,jim cummings  nikita hopkins  ken sansom,"united states, japan",g,"action-adventure, animation, kids","Movie g action-adventure, animation, kids jim cummings  nikita hopkins  ken sansom united states, japan"
Movie,the tortoise and the hare,unknown,united states,tv-g,"animation, family, sports","Movie tv-g animation, family, sports unknown united states"
Movie,the ugly dachshund,dean jones  suzanne pleshette  charlie ruggles,united states,tv-g,"animals & nature, comedy, family","Movie tv-g animals & nature, comedy, family dean jones  suzanne pleshette  charlie ruggles united states"
Movie,the ugly duckling,unknown,united states,tv-y7,"animation, family","Movie tv-y7 animation, family unknown united states"
Movie,the ultimate christmas present,hallee hirsh  spencer breslin  hallie todd,"canada, united states",tv-g,"comedy, coming of age, fantasy","Movie tv-g comedy, coming of age, fantasy hallee hirsh  spencer breslin  hallie todd canada, united states"
Movie,the vanishing prairie,winston hibler,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family winston hibler united states"
Movie,the wild,kiefer sutherland  jim belushi  eddie izzard,"canada, united states",g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy kiefer sutherland  jim belushi  eddie izzard canada, united states"
Movie,the wise little hen,clarence nash  florence gill,united states,tv-g,"animation, family, kids","Movie tv-g animation, family, kids clarence nash  florence gill united states"
Movie,the wizards return: alex vs. alex,selena gomez  jake t. austin  jennifer stone,united states,tv-g,"comedy, coming of age, fantasy","Movie tv-g comedy, coming of age, fantasy selena gomez  jake t. austin  jennifer stone united states"
Movie,the young black stallion,richard romanus  biana tamimi  patrick elyas,united states,g,"action-adventure, animals & nature, drama","Movie g action-adventure, animals & nature, drama richard romanus  biana tamimi  patrick elyas united states"
Movie,three blind mouseketeers,pinto colvig  billy bletcher,united states,tv-y7,"animation, family, parody","Movie tv-y7 animation, family, parody pinto colvig  billy bletcher united states"
Movie,three days,unknown,united states,tv-g,"drama, fantasy","Movie tv-g drama, fantasy unknown united states"
Movie,three little pigs,billy bletcher  pinto colvig  dorothy compton,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids billy bletcher  pinto colvig  dorothy compton united states"
Movie,three little wolves,unknown,united states,tv-y7,"animation, family","Movie tv-y7 animation, family unknown united states"
Movie,three men and a baby,tom selleck  steve guttenberg  ted danson,"united states, france",pg,"buddy, comedy","Movie pg buddy, comedy tom selleck  steve guttenberg  ted danson united states, france"
Movie,three men and a little lady,tom selleck  steve guttenberg  ted danson,united states,pg,"buddy, comedy, romance","Movie pg buddy, comedy, romance tom selleck  steve guttenberg  ted danson united states"
Movie,thru the mirror,walt disney  marcelite garner  sonny dawson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family walt disney  marcelite garner  sonny dawson united states"
Movie,tiger cruise,hayden panettiere  troy evans  bianca collins,united states,tv-pg,"drama, family","Movie tv-pg drama, family hayden panettiere  troy evans  bianca collins united states"
Movie,tim burton’s the nightmare before christmas,danny elfman  chris sarandon  catherine o'hara,united states,pg,"animation, family, fantasy","Movie pg animation, family, fantasy danny elfman  chris sarandon  catherine o'hara united states"
Movie,tin toy,tinny   billy,united states,tv-g,"animation, family, kids","Movie tv-g animation, family, kids tinny   billy united states"
Movie,tinker bell,mae whitman  kristin chenoweth  raven-symoné ,united states,g,"action-adventure, animation, fantasy","Movie g action-adventure, animation, fantasy mae whitman  kristin chenoweth  raven-symoné  united states"
Movie,tinker bell and the great fairy rescue,mae whitman  lauren mote  michael sheen,united states,g,"action-adventure, animation, fantasy","Movie g action-adventure, animation, fantasy mae whitman  lauren mote  michael sheen united states"
Movie,tinker bell and the lost treasure,mae whitman  jesse mccartney  jane horrocks,united states,g,"action-adventure, animation, fantasy","Movie g action-adventure, animation, fantasy mae whitman  jesse mccartney  jane horrocks united states"
Movie,titanic: 20 years later with james cameron,james cameron  bob ballard,united states,tv-pg,"documentary, historical","Movie tv-pg documentary, historical james cameron  bob ballard united states"
Movie,toby tortoise returns,unknown,united states,tv-y7,"animation, family, sports","Movie tv-y7 animation, family, sports unknown united states"
Movie,tom and huck,jonathan thomas  brad renfro  eric schweig,united states,pg,"action-adventure, comedy, coming of age","Movie pg action-adventure, comedy, coming of age jonathan thomas  brad renfro  eric schweig united states"
Movie,toy story,tom hanks  tim allen  don rickles,united states,g,"action-adventure, animation, buddy","Movie g action-adventure, animation, buddy tom hanks  tim allen  don rickles united states"
