type,title,cast,country,rating,listed_in,combination
Movie,solo: a star wars story,alden ehrenreich  woody harrelson  emilia clarke,united states,pg-13,"action-adventure, crime, science fiction","Movie pg-13 action-adventure, crime, science fiction alden ehrenreich  woody harrelson  emilia clarke united states"
Movie,x-men: days of future past,hugh jackman  james mcavoy  michael fassbender,"united states, united kingdom, canada",pg-13,"action-adventure, family, science fiction","Movie pg-13 action-adventure, family, science fiction hugh jackman  james mcavoy  michael fassbender united states, united kingdom, canada"
Movie,the undefeated presents: hamilton in-depth,lin-manuel miranda  thomas kail  renee goldsberry,united states,tv-pg,"historical, musical","Movie tv-pg historical, musical lin-manuel miranda  thomas kail  renee goldsberry united states"
Movie,diary of a wimpy kid: rodrick rules,zachary gordon  devon bostick  rachael harris,united states,pg,"comedy, family","Movie pg comedy, family zachary gordon  devon bostick  rachael harris united states"
Movie,hamilton,daveed diggs  renée goldsberry  jonathan groff,united states,pg-13,"biographical, historical, musical","Movie pg-13 biographical, historical, musical daveed diggs  renée goldsberry  jonathan groff united states"
Movie,ice age: collision course,ray romano  john leguizamo  denis leary,"united states, united kingdom, australia",pg,"action-adventure, animation, comedy","Movie pg action-adventure, animation, comedy ray romano  john leguizamo  denis leary united states, united kingdom, australia"
Movie,race to witch mountain,dwayne johnson  annasophia robb  carla gugino,united states,pg,"action-adventure, family, science fiction","Movie pg action-adventure, family, science fiction dwayne johnson  annasophia robb  carla gugino united states"
Movie,the big green,steve guttenberg  olivia d'abo  jay sanders,united states,pg,"comedy, family, sports","Movie pg comedy, family, sports steve guttenberg  olivia d'abo  jay sanders united states"
Movie,the mighty ducks,emilio estevez  joss ackland  lane smith,united states,pg,"comedy, drama, sports","Movie pg comedy, drama, sports emilio estevez  joss ackland  lane smith united states"
Movie,while you were sleeping,sandra bullock  bill pullman  peter gallagher,united states,pg,"comedy, drama, romance","Movie pg comedy, drama, romance sandra bullock  bill pullman  peter gallagher united states"
Movie,man in space,walt disney  dick tufeld  ward kimball,united states,tv-pg,"documentary, family","Movie tv-pg documentary, family walt disney  dick tufeld  ward kimball united states"
Movie,mars and beyond,walt disney  paul frees  dr. ernst stuhlinger,united states,tv-g,"animation, documentary, family","Movie tv-g animation, documentary, family walt disney  paul frees  dr. ernst stuhlinger united states"
Movie,marvel studios' avengers: infinity war,robert downey jr.  chris hemsworth  mark ruffalo,united states,pg-13,"action-adventure, fantasy, science fiction","Movie pg-13 action-adventure, fantasy, science fiction robert downey jr.  chris hemsworth  mark ruffalo united states"
Movie,tarzan,tony goldwyn  minnie driver  glenn close,united states,g,"action-adventure, animation, coming of age","Movie g action-adventure, animation, coming of age tony goldwyn  minnie driver  glenn close united states"
Movie,tarzan ii,harrison chad  george carlin  brad garrett,united states,g,"action-adventure, animation, coming of age","Movie g action-adventure, animation, coming of age harrison chad  george carlin  brad garrett united states"
Movie,big sur: wild california,hector elizondo,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family hector elizondo united states"
Movie,egypt's treasure guardians,dominic frisby,united kingdom,tv-pg,"documentary, historical","Movie tv-pg documentary, historical dominic frisby united kingdom"
Movie,the jungle book,bill murray  ben kingsley  idris elba,"united kingdom, united states",pg,"action-adventure, coming of age, family","Movie pg action-adventure, coming of age, family bill murray  ben kingsley  idris elba united kingdom, united states"
Movie,the pirate fairy,mae whitman  christina hendricks  tom hiddleston,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family mae whitman  christina hendricks  tom hiddleston united states"
Movie,trail mix-up,charles fleischer  kathleen turner  april winchell,united states,tv-g,"action-adventure, animation, comedy","Movie tv-g action-adventure, animation, comedy charles fleischer  kathleen turner  april winchell united states"
Movie,tummy trouble,charles fleischer  april winchell  lou hirsch,united states,tv-g,"action-adventure, animation, comedy","Movie tv-g action-adventure, animation, comedy charles fleischer  april winchell  lou hirsch united states"
Movie,artemis fowl,unknown,united states,pg,"action-adventure, crime, fantasy","Movie pg action-adventure, crime, fantasy unknown united states"
Movie,the liberty story,walt disney,united states,tv-pg,"drama, family, historical","Movie tv-pg drama, family, historical walt disney united states"
Movie,the story of the animated drawing,unknown,united states,tv-pg,"documentary, family","Movie tv-pg documentary, family unknown united states"
Movie,walt & el grupo,unknown,united states,pg,"documentary, historical","Movie pg documentary, historical unknown united states"
Movie,america's greatest animals,bray poor  casey anderson  brady barr,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family bray poor  casey anderson  brady barr united states"
Movie,chasing the equinox,stefan frank,unknown,tv-pg,documentary,Movie tv-pg documentary stefan frank unknown
Movie,percy jackson & the olympians: the lightning thief,logan lerman  brandon t. jackson  alexandra daddario,"united kingdom, canada, united states",pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy logan lerman  brandon t. jackson  alexandra daddario united kingdom, canada, united states"
Movie,women of impact: changing the world,julianna margulies,united states,tv-pg,"documentary, historical","Movie tv-pg documentary, historical julianna margulies united states"
Movie,"maggie simpson in ""the longest daycare""",unknown,united states,pg,"animation, comedy","Movie pg animation, comedy unknown united states"
Movie,mickey and the seal,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,the moon-spinners,hayley mills  joan greenwood  michael davis,united states,pg,"crime, drama, mystery","Movie pg crime, drama, mystery hayley mills  joan greenwood  michael davis united states"
Movie,fantastic mr. fox,george clooney  meryl streep  jason schwartzman,"united states, united kingdom",pg,"animation, comedy, crime","Movie pg animation, comedy, crime george clooney  meryl streep  jason schwartzman united states, united kingdom"
Movie,"hello, dolly!",barbara streisand  walter matthau  michael crawford,united states,g,"comedy, musical, romance","Movie g comedy, musical, romance barbara streisand  walter matthau  michael crawford united states"
Movie,out,bernadette sullivan  kyle mcdaniel  caleb cabrera,united states,pg,"animation, family, fantasy","Movie pg animation, family, fantasy bernadette sullivan  kyle mcdaniel  caleb cabrera united states"
Movie,the boys: the sherman brothers' story,unknown,united states,pg,"biographical, documentary, music","Movie pg biographical, documentary, music unknown united states"
Movie,maleficent: mistress of evil,angelina jolie  elle fanning  chiwetel ejiofor,"united states, united kingdom, canada",pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy angelina jolie  elle fanning  chiwetel ejiofor united states, united kingdom, canada"
Movie,star wars: the rise of skywalker (episode ix),carrie fisher  mark hamill  adam driver,united states,pg-13,"action-adventure, family, science fiction","Movie pg-13 action-adventure, family, science fiction carrie fisher  mark hamill  adam driver united states"
Movie,john carter,taylor kitsch  lynn collins  samantha morton,united states,pg-13,"action-adventure, family, fantasy","Movie pg-13 action-adventure, family, fantasy taylor kitsch  lynn collins  samantha morton united states"
Movie,bride of boogedy,richard masur  mimi kennedy  tammy lauren,united states,tv-pg,"action-adventure, family, fantasy","Movie tv-pg action-adventure, family, fantasy richard masur  mimi kennedy  tammy lauren united states"
Movie,george of the jungle,brendan fraser  leslie mann  thomas church,united states,pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family brendan fraser  leslie mann  thomas church united states"
Movie,homeward bound ii: lost in san francisco,robert hays  kim greist  veronica lauren,united states,g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family robert hays  kim greist  veronica lauren united states"
Movie,homeward bound: the incredible journey,robert hays  kim greist  jean smart,united states,g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family robert hays  kim greist  jean smart united states"
Movie,how to play baseball,unknown,united states,tv-g,"animation, family, sports","Movie tv-g animation, family, sports unknown united states"
Movie,in beaver valley,winston hibler,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family winston hibler united states"
Movie,nature's half acre,winston hibler,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family winston hibler united states"
Movie,prowlers of the everglades,unknown,united states,tv-y7,"animals & nature, documentary","Movie tv-y7 animals & nature, documentary unknown united states"
Movie,the princess bride,cary elwes  mandy patinkin  chris sarandon,"united kingdom, united states",pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family cary elwes  mandy patinkin  chris sarandon united kingdom, united states"
Movie,water birds,winston hibler,united states,tv-g,"animals & nature, documentary, family","Movie tv-g animals & nature, documentary, family winston hibler united states"
Movie,national treasure,nicolas cage  jon voight  harvey keitel,united states,pg,"action-adventure, mystery, thriller","Movie pg action-adventure, mystery, thriller nicolas cage  jon voight  harvey keitel united states"
Movie,born wild: the next generation,robin roberts,united states,tv-pg,"animals & nature, documentary","Movie tv-pg animals & nature, documentary robin roberts united states"
Movie,the olympic elk,winston hibler,united states,tv-g,"animals & nature, documentary, family","Movie tv-g animals & nature, documentary, family winston hibler united states"
Movie,jane goodall: the hope,jane goodall,united states,tv-14,"biographical, documentary","Movie tv-14 biographical, documentary jane goodall united states"
Movie,let's stick together,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,pluto's purchase,pinto colvig  james macdonald,united states,tv-g,"animation, family","Movie tv-g animation, family pinto colvig  james macdonald united states"
Movie,a celebration of the music from coco,benjamin bratt  eva longoria  carlos rivera,united states,tv-pg,"concert film, music, musical","Movie tv-pg concert film, music, musical benjamin bratt  eva longoria  carlos rivera united states"
Movie,"maggie simpson in ""playdate with destiny""",unknown,united states,g,"animation, comedy","Movie g animation, comedy unknown united states"
Movie,a tale of two critters,mayf nutter,united states,g,"animals & nature, family","Movie g animals & nature, family mayf nutter united states"
Movie,all in a nutshell,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,disneynature penguins,ed helms,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family ed helms united states"
Movie,diving with dolphins,celine cousteau,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family celine cousteau united states"
Movie,dolphin reef,natalie portman,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family natalie portman united states"
Movie,don's fountain of youth,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,donald's dog laundry,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,double dribble,unknown,united states,tv-g,"animation, family, sports","Movie tv-g animation, family, sports unknown united states"
Movie,dragon around,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,elephant,meghan   the duchess of sussex,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family meghan   the duchess of sussex united states"
Movie,elmer elephant,jeanie roberts  pinto colvig  hal rees,united states,tv-g,"animation, family","Movie tv-g animation, family jeanie roberts  pinto colvig  hal rees united states"
Movie,how to play football,pinto colvig,united states,tv-g,"animation, family, parody","Movie tv-g animation, family, parody pinto colvig united states"
Movie,in the footsteps of elephant,jeremy sisto,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family jeremy sisto united states"
Movie,"lambert, the sheepish lion",sterling holloway,united states,tv-g,"animation, family","Movie tv-g animation, family sterling holloway united states"
Movie,on ice,pinto colvig  walt disney  marcellite garner,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family pinto colvig  walt disney  marcellite garner united states"
Movie,onward,tom holland  chris pratt  julia louis-dreyfus,united states,pg,"action-adventure, animation, comedy","Movie pg action-adventure, animation, comedy tom holland  chris pratt  julia louis-dreyfus united states"
Movie,out of scale,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,penguins: life on the edge,blair underwood,united states,g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family blair underwood united states"
Movie,pluto's party,jimmy macdonald  pinto colvig,united states,tv-g,"animation, family","Movie tv-g animation, family jimmy macdonald  pinto colvig united states"
Movie,sea scouts,unknown,united states,tv-pg,"animation, family","Movie tv-pg animation, family unknown united states"
Movie,the boy who talked to badgers,carl betz  salome jens  christian juttner,united states,tv-pg,"action-adventure, animals & nature, drama","Movie tv-pg action-adventure, animals & nature, drama carl betz  salome jens  christian juttner united states"
Movie,the new neighbor,unknown,united states,tv-g,"animation, family","Movie tv-g animation, family unknown united states"
Movie,the small one,sean marshall  william woodson  olan soulé,united states,tv-pg,"animation, family, historical","Movie tv-pg animation, family, historical sean marshall  william woodson  olan soulé united states"
Movie,the straight story,richard farnsworth  sissy spacek  harry stanton,"france, united kingdom, united states",g,"biographical, drama","Movie g biographical, drama richard farnsworth  sissy spacek  harry stanton france, united kingdom, united states"
Movie,captain sparky vs. the flying saucers,charlie tahan,united states,tv-g,"action-adventure, animals & nature, animation","Movie tv-g action-adventure, animals & nature, animation charlie tahan united states"
Movie,frankenweenie,catherine o'hara  martin short  martin landau,united states,pg,"animation, drama, parody","Movie pg animation, drama, parody catherine o'hara  martin short  martin landau united states"
Movie,mars needs moms,seth green  dan fogler  elizabeth harnois,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family seth green  dan fogler  elizabeth harnois united states"
Movie,prom,aimee teegarden  thomas mcdonell  de'vaughn nixon,united states,pg,"comedy, coming of age, drama","Movie pg comedy, coming of age, drama aimee teegarden  thomas mcdonell  de'vaughn nixon united states"
Movie,the last song,miley cyrus  liam hemsworth  bobby coleman,united states,pg,"coming of age, drama, music","Movie pg coming of age, drama, music miley cyrus  liam hemsworth  bobby coleman united states"
Movie,the odd life of timothy green,jennifer garner  joel edgerton  dianne wiest,united states,pg,"drama, family, fantasy","Movie pg drama, family, fantasy jennifer garner  joel edgerton  dianne wiest united states"
Movie,a wrinkle in time,oprah winfrey  reese witherspoon  mindy kaling,united states,pg,"action-adventure, coming of age, family","Movie pg action-adventure, coming of age, family oprah winfrey  reese witherspoon  mindy kaling united states"
Movie,g-force,bill nighy  will arnett  zach galifianakis,united states,pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family bill nighy  will arnett  zach galifianakis united states"
Movie,frozen 2,kristen bell  idina menzel  josh gad,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family kristen bell  idina menzel  josh gad united states"
Movie,stargirl,grace vanderwaal  graham verchere  giancarlo esposito,united states,pg,"coming of age, drama, musical","Movie pg coming of age, drama, musical grace vanderwaal  graham verchere  giancarlo esposito united states"
Movie,the finest hours,chris pine  casey affleck  ben foster,united states,pg-13,"action-adventure, disaster, drama","Movie pg-13 action-adventure, disaster, drama chris pine  casey affleck  ben foster united states"
Movie,the sandlot: heading home,danny nucci  luke perry  keanu pires,"united states, canada",pg,"comedy, family, sports","Movie pg comedy, family, sports danny nucci  luke perry  keanu pires united states, canada"
Movie,bedtime stories,adam sandler  keri russell  guy pearce,united states,pg,"comedy, family, fantasy","Movie pg comedy, family, fantasy adam sandler  keri russell  guy pearce united states"
Movie,marvel studios' black panther,chadwick boseman  michael jordan  lupita nyong'o,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero chadwick boseman  michael jordan  lupita nyong'o united states"
Movie,disney phineas and ferb: phineas and ferb star wars,vincent martella  ashley tisdale  thomas brodie-sangster,united states,tv-g,"action-adventure, animation, musical","Movie tv-g action-adventure, animation, musical vincent martella  ashley tisdale  thomas brodie-sangster united states"
Movie,viking warrior women,ella al-shamahi,united kingdom,tv-pg,"documentary, historical","Movie tv-pg documentary, historical ella al-shamahi united kingdom"
Movie,marvel rising: operation shuri,dee baker  dove cameron  jessica dicicco,united states,tv-y7,"action-adventure, animation, coming of age","Movie tv-y7 action-adventure, animation, coming of age dee baker  dove cameron  jessica dicicco united states"
Movie,marvel rising: playing with fire,dee baker  dove cameron  gary cole,united states,tv-y7,"action-adventure, animation, coming of age","Movie tv-y7 action-adventure, animation, coming of age dee baker  dove cameron  gary cole united states"
Movie,marvel's iron man & hulk: heroes united,adrian pasdar  fred tatasciore  david kaye,united states,pg,"action-adventure, animation, science fiction","Movie pg action-adventure, animation, science fiction adrian pasdar  fred tatasciore  david kaye united states"
Movie,because of winn-dixie,jeff daniels  cicely tyson  dave matthews,united states,pg,"comedy, drama, family","Movie pg comedy, drama, family jeff daniels  cicely tyson  dave matthews united states"
Movie,"my dog, the thief",dwayne hickman  mary mobley  elsa lanchester,united states,tv-pg,"action-adventure, comedy, family","Movie tv-pg action-adventure, comedy, family dwayne hickman  mary mobley  elsa lanchester united states"
Movie,splash,tom hanks  daryl hannah  eugene levy,united states,tv-pg,"comedy, fantasy, romance","Movie tv-pg comedy, fantasy, romance tom hanks  daryl hannah  eugene levy united states"
Movie,timmy failure: mistakes were made,winslow fegley  ophelia lovibond  craig robinson,united states,pg,"buddy, comedy, drama","Movie pg buddy, comedy, drama winslow fegley  ophelia lovibond  craig robinson united states"
Movie,toy story 4,tom hanks  tim allen  annie potts,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy tom hanks  tim allen  annie potts united states"
Movie,descendants 3,dove cameron  cameron boyce  sofia carson,united states,tv-g,"coming of age, fantasy, musical","Movie tv-g coming of age, fantasy, musical dove cameron  cameron boyce  sofia carson united states"
Movie,around the world in 80 days,jackie chan  steve coogan  cécile de france,"united states, germany, ireland, united kingdom",pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family jackie chan  steve coogan  cécile de france united states, germany, ireland, united kingdom"
Movie,big business,bette midler  lily tomlin  fred ward,united states,pg,comedy,Movie pg comedy bette midler  lily tomlin  fred ward united states
Movie,lamp life,annie potts  jim hanks  ally maki,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family annie potts  jim hanks  ally maki united states"
Movie,the lion king,donald glover  seth rogen  chiwetel ejiofor,"united states, united kingdom, south africa",pg,"action-adventure, coming of age, drama","Movie pg action-adventure, coming of age, drama donald glover  seth rogen  chiwetel ejiofor united states, united kingdom, south africa"
Movie,destino,dora luz,"france, united states",pg,"animation, family, romance","Movie pg animation, family, romance dora luz france, united states"
Movie,forky asks a question: what is reading?,tony hale  addison andrews  mila crespo,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  addison andrews  mila crespo united states"
Movie,loop,madison bandy  christiano delgado  louis gonzales,united states,pg,"animation, family","Movie pg animation, family madison bandy  christiano delgado  louis gonzales united states"
Movie,aladdin (2019),will smith  mena massoud  naomi scott,united states,pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy will smith  mena massoud  naomi scott united states"
Movie,forky asks a question: what is cheese?,tony hale  jeff garlin  bob peterson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  jeff garlin  bob peterson united states"
Movie,cars toon: el materdor,larry the cable guy   keith ferguson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family larry the cable guy   keith ferguson united states"
Movie,cars toon: moon mater,larry the cable guy   keith ferguson  josh cooley,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family larry the cable guy   keith ferguson  josh cooley united states"
Movie,cars toon: rescue squad mater,larry the cable guy   keith ferguson  bret parker,united states,tv-y7,"animation, comedy, family","Movie tv-y7 animation, comedy, family larry the cable guy   keith ferguson  bret parker united states"
Movie,cars toon: spinning,keith ferguson  paul dooley  tony shalhoub,united states,tv-g,"animation, family","Movie tv-g animation, family keith ferguson  paul dooley  tony shalhoub united states"
Movie,cars toon: time travel mater,larry the cable guy   keith ferguson  john higgins,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family larry the cable guy   keith ferguson  john higgins united states"
Movie,cars toon: tokyo mater,larry the cable guy   keith ferguson  michael wallis,united states,g,"animation, comedy, family","Movie g animation, comedy, family larry the cable guy   keith ferguson  michael wallis united states"
Movie,cars toon: unidentified flying mater,larry the cable guy   keith ferguson,united states,tv-y7,"animation, comedy, family","Movie tv-y7 animation, comedy, family larry the cable guy   keith ferguson united states"
Movie,cars toons: bugged,jerome ranft  josh cooley,united states,tv-g,"animation, family","Movie tv-g animation, family jerome ranft  josh cooley united states"
Movie,cool runnings,leon   doug doug  rawle lewis,united states,pg,"biographical, comedy, family","Movie pg biographical, comedy, family leon   doug doug  rawle lewis united states"
Movie,drain alcatraz,craig sechler  russell boulter,united states,tv-pg,documentary,Movie tv-pg documentary craig sechler  russell boulter united states
Movie,drain the bermuda triangle,russell boulter,united states,tv-pg,documentary,Movie tv-pg documentary russell boulter united states
Movie,drain the great lakes,cham giobbi,"united kingdom, canada, united states",tv-pg,documentary,"Movie tv-pg documentary cham giobbi united kingdom, canada, united states"
Movie,drain the ocean: wwii,russell boulter,united states,tv-pg,"documentary, historical","Movie tv-pg documentary, historical russell boulter united states"
Movie,drain the sunken pirate city,russell boulter,united kingdom,tv-14,"documentary, historical","Movie tv-14 documentary, historical russell boulter united kingdom"
Movie,drain the titanic,russell boulter,"united kingdom, canada, united states",tv-pg,"documentary, historical","Movie tv-pg documentary, historical russell boulter united kingdom, canada, united states"
Movie,hacksaw,tab hunter  victor millan  ray teal,united states,tv-pg,"animals & nature, family, sports","Movie tv-pg animals & nature, family, sports tab hunter  victor millan  ray teal united states"
Movie,holes,sigourney weaver  jon voight  patricia arquette,united states,pg,"coming of age, drama, family","Movie pg coming of age, drama, family sigourney weaver  jon voight  patricia arquette united states"
Movie,marvel 75 years: from pulp to pop!,laura shields  stan lee  alan fine,united states,tv-pg,"documentary, family","Movie tv-pg documentary, family laura shields  stan lee  alan fine united states"
Movie,marvel rising: battle of the bands,dee baker  dove cameron  skai jackson,united states,tv-y7,"action-adventure, animation, superhero","Movie tv-y7 action-adventure, animation, superhero dee baker  dove cameron  skai jackson united states"
Movie,super rhino,miley cyrus  mark walton  susie essman,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy miley cyrus  mark walton  susie essman united states"
Movie,forky asks a question: what is a pet?,tony hale  aloma wright  bob peterson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  aloma wright  bob peterson united states"
Movie,star wars: the last jedi (episode viii),mark hamill  carrie fisher  adam driver,united states,pg-13,"action-adventure, science fiction","Movie pg-13 action-adventure, science fiction mark hamill  carrie fisher  adam driver united states"
Movie,forky asks a question: what is a leader?,tony hale  bonnie hunt  bob peterson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  bonnie hunt  bob peterson united states"
Movie,george of the jungle 2,thomas church  julie benz  christina pickles,"united states, australia",pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family thomas church  julie benz  christina pickles united states, australia"
Movie,high school musical: the musical: the series: the special,joshua bassett  olivia rodrigo  sofia wylie,united states,tv-g,"coming of age, documentary, drama","Movie tv-g coming of age, documentary, drama joshua bassett  olivia rodrigo  sofia wylie united states"
Movie,togo,willem dafoe  julianne nicholson  christopher heyerdahl,united states,pg,"action-adventure, animals & nature, family","Movie pg action-adventure, animals & nature, family willem dafoe  julianne nicholson  christopher heyerdahl united states"
Movie,forky asks a question: what is a computer?,tony hale  kristen schaal  james brinkley,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  kristen schaal  james brinkley united states"
Movie,wind,emilio fuentes  sonoko konishi,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy emilio fuentes  sonoko konishi united states"
Movie,forky asks a question: what is love?,tony hale  carl reiner  mel brooks,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  carl reiner  mel brooks united states"
Movie,marvel studios' thor: ragnarok,chris hemsworth  tom hiddleston  cate blanchett,united states,pg-13,"action-adventure, comedy, fantasy","Movie pg-13 action-adventure, comedy, fantasy chris hemsworth  tom hiddleston  cate blanchett united states"
Movie,one day at disney,unknown,united states,tv-pg,"documentary, family","Movie tv-pg documentary, family unknown united states"
Movie,expedition amelia,allison janney  bob ballard  fredrik hiebert,united states,tv-pg,"action-adventure, documentary, historical","Movie tv-pg action-adventure, documentary, historical allison janney  bob ballard  fredrik hiebert united states"
Movie,glory road,josh lucas  derek luke  jon voight,united states,pg,"biographical, drama, sports","Movie pg biographical, drama, sports josh lucas  derek luke  jon voight united states"
Movie,incredible! the story of dr. pol,ari rubin  dr. pol,unknown,tv-14,"animals & nature, biographical, documentary","Movie tv-14 animals & nature, biographical, documentary ari rubin  dr. pol unknown"
Movie,marvel rising: chasing ghosts,dee baker  chloe bennet  dove cameron,united states,tv-y7-fv,"action-adventure, animation, superhero","Movie tv-y7-fv action-adventure, animation, superhero dee baker  chloe bennet  dove cameron united states"
Movie,marvel rising: heart of iron,dee baker  chloe bennet  dove cameron,united states,tv-y7,"action-adventure, animation, coming of age","Movie tv-y7 action-adventure, animation, coming of age dee baker  chloe bennet  dove cameron united states"
Movie,the incredible dr. pol: blue ribbon kids,ari rubin  dr. pol,unknown,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family ari rubin  dr. pol unknown"
Movie,coco,anthony gonzalez  gael bernal  benjamin bratt,united states,pg,"animation, family, fantasy","Movie pg animation, family, fantasy anthony gonzalez  gael bernal  benjamin bratt united states"
Movie,coco (in spanish),anthony gonzalez  gael garcía bernal  benjamin bratt,unknown,pg,"animation, family, fantasy","Movie pg animation, family, fantasy anthony gonzalez  gael garcía bernal  benjamin bratt unknown"
Movie,forky asks a question: what is time?,tony hale  wallace shawn  alan oppenheimer,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  wallace shawn  alan oppenheimer united states"
Movie,the wonderful world of disney presents the little mermaid live!,auli'i cravalho  queen latifah  shaggy ,united states,tv-pg,"concert film, family, fantasy","Movie tv-pg concert film, family, fantasy auli'i cravalho  queen latifah  shaggy  united states"
Movie,forky asks a question: what is art?,tony hale  robin downes  bob peterson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  robin downes  bob peterson united states"
Movie,"happy birthday, mickey!",unknown,unknown,tv-g,"animation, comedy, dance","Movie tv-g animation, comedy, dance unknown unknown"
Movie,forky asks a question: what is a friend?,tony hale  john ratzenberger  bob peterson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  john ratzenberger  bob peterson united states"
Movie,10 things i hate about you,heath ledger  julia stiles  joseph gordon-levitt,united states,pg-13,"comedy, coming of age, romance","Movie pg-13 comedy, coming of age, romance heath ledger  julia stiles  joseph gordon-levitt united states"
Movie,101 dalmatians,rod taylor  j. pat o'malley  betty gerson,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family rod taylor  j. pat o'malley  betty gerson united states"
Movie,101 dalmatians ii: patch's london adventure,barry bostwick  jason alexander  martin short,united states,g,"action-adventure, animation","Movie g action-adventure, animation barry bostwick  jason alexander  martin short united states"
Movie,102 dalmatians,glenn close  ioan gruffudd  alice evans,"united states, united kingdom",g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family glenn close  ioan gruffudd  alice evans united states, united kingdom"
Movie,12 dates of christmas,amy smart  mark-paul gosselaar  peter macneil,united states,tv-pg,"comedy, family, fantasy","Movie tv-pg comedy, family, fantasy amy smart  mark-paul gosselaar  peter macneil united states"
Movie,"20,000 leagues under the sea",kirk douglas  james mason  paul lukas,united states,g,"action-adventure, family, science fiction","Movie g action-adventure, family, science fiction kirk douglas  james mason  paul lukas united states"
Movie,a bug's life,dave foley  kevin spacey  julia louis-dreyfus,united states,g,"animation, comedy, family","Movie g animation, comedy, family dave foley  kevin spacey  julia louis-dreyfus united states"
Movie,a goofy movie,bill farmer  jason marsden  jim cummings,"united states, australia, france, canada",g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy bill farmer  jason marsden  jim cummings united states, australia, france, canada"
Movie,a kid in king arthur's court,thomas nicholas  joss ackland  art malik,"united states, hungary, united kingdom",pg,"action-adventure, comedy, coming of age","Movie pg action-adventure, comedy, coming of age thomas nicholas  joss ackland  art malik united states, hungary, united kingdom"
Movie,a knight for a day,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,a ring of endless light,mischa barton  ryan merriman  jared padalecki,united states,tv-g,"coming of age, drama, romance","Movie tv-g coming of age, drama, romance mischa barton  ryan merriman  jared padalecki united states"
