type,title,cast,country,rating,listed_in,combination
TV Show,disney k.c. undercover,zendaya   veronica dunne  kamil mcfadden,united states,tv-y7,"action-adventure, comedy, kids","TV Show tv-y7 action-adventure, comedy, kids zendaya   veronica dunne  kamil mcfadden united states"
TV Show,disney lab rats: elite force,william brent  bradley perry  jake short,united states,tv-y7,"action-adventure, comedy, coming of age","TV Show tv-y7 action-adventure, comedy, coming of age william brent  bradley perry  jake short united states"
TV Show,disney legend of the three caballeros,tony anselmo  jaime camil  eric bauza,united states,tv-g,"action-adventure, animation, comedy","TV Show tv-g action-adventure, animation, comedy tony anselmo  jaime camil  eric bauza united states"
TV Show,disney mickey mouse clubhouse,wayne allwine  jim cummings  russi taylor,united states,tv-y,"animation, kids","TV Show tv-y animation, kids wayne allwine  jim cummings  russi taylor united states"
TV Show,disney milo murphy's law,al yankovic  sabrina carpenter  mekai curtis,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy al yankovic  sabrina carpenter  mekai curtis united states"
TV Show,disney minnie's bow-toons (shorts),unknown,united states,tv-y,"animation, kids","TV Show tv-y animation, kids unknown united states"
TV Show,disney stuck in the middle,jenna ortega  ronni hawk  isaak presley,united states,tv-pg,"comedy, coming of age, family","TV Show tv-pg comedy, coming of age, family jenna ortega  ronni hawk  isaak presley united states"
TV Show,disney take two with phineas and ferb (shorts),unknown,united states,tv-g,"animation, kids, parody","TV Show tv-g animation, kids, parody unknown united states"
TV Show,disney tangled: the series - short cuts,unknown,unknown,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy unknown unknown"
TV Show,disney's adventures of the gummi bears,bill scott  christian jacobs  brett johnson,united states,tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy bill scott  christian jacobs  brett johnson united states"
TV Show,disney's doug,connie shulman  doug preis  alice playten,united states,tv-y7,"animation, comedy, coming of age","TV Show tv-y7 animation, comedy, coming of age connie shulman  doug preis  alice playten united states"
TV Show,disney's hercules: the animated series,tate donovan  sandra bernhard  robert costanzo,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy tate donovan  sandra bernhard  robert costanzo united states"
TV Show,disney's kim possible,christy romano  will friedle  nancy cartwright,"united states, philippines, south korea",tv-g,"action-adventure, animation, comedy","TV Show tv-g action-adventure, animation, comedy christy romano  will friedle  nancy cartwright united states, philippines, south korea"
TV Show,disney's little einsteins,erica huang  aiden pompey  jesse schwartz,united states,tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids erica huang  aiden pompey  jesse schwartz united states"
TV Show,disney's mighty ducks,james belushi  brad garrett  jeff bennett,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy james belushi  brad garrett  jeff bennett united states"
TV Show,disney's recess,rickey collins  jason davis  ashley johnson,united states,tv-y7,"animation, comedy, kids","TV Show tv-y7 animation, comedy, kids rickey collins  jason davis  ashley johnson united states"
TV Show,disney's the emperor's new school,shane baumel  jessica dicicco  wendie malick,united states,tv-g,"animation, comedy, coming of age","TV Show tv-g animation, comedy, coming of age shane baumel  jessica dicicco  wendie malick united states"
TV Show,disney's the little mermaid (series),jodi benson  samuel wright  ken mars,united states,tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy jodi benson  samuel wright  ken mars united states"
TV Show,dog whisperer with cesar millan,cesar millan,united states,tv-g,"animals & nature, docuseries, family","TV Show tv-g animals & nature, docuseries, family cesar millan united states"
TV Show,"dr. t, lone star vet",dr. lauren thielen,united states,tv-pg,"docuseries, family, medical","TV Show tv-pg docuseries, family, medical dr. lauren thielen united states"
TV Show,elena of avalor (shorts),aimee carrero  jenna ortega  maximus riegel,unknown,tv-y,"action-adventure, animation, fantasy","TV Show tv-y action-adventure, animation, fantasy aimee carrero  jenna ortega  maximus riegel unknown"
TV Show,encore!,kristen bell  roger love  susan egan,united states,tv-14,"music, reality","TV Show tv-14 music, reality kristen bell  roger love  susan egan united states"
TV Show,even stevens,shia labeouf  christy romano  nick spano,united states,tv-pg,"comedy, coming of age, kids","TV Show tv-pg comedy, coming of age, kids shia labeouf  christy romano  nick spano united states"
TV Show,fantastic four (series),beau weaver  lori alan  chuck mccann,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids beau weaver  lori alan  chuck mccann united states"
TV Show,fantastic four: world's greatest heroes,christopher jacot  hiro kanagawa  lara gilchrist,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids christopher jacot  hiro kanagawa  lara gilchrist united states"
TV Show,gargoyles,thom hernandez  edward asner  jeff bennett,united states,tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy thom hernandez  edward asner  jeff bennett united states"
TV Show,girl meets world,rowan blanchard  ben savage  sabrina carpenter,united states,tv-g,"comedy, coming of age, family","TV Show tv-g comedy, coming of age, family rowan blanchard  ben savage  sabrina carpenter united states"
TV Show,good luck charlie,bridgit mendler  leigh-allyn baker  bradley perry,united states,tv-g,"comedy, coming of age, family","TV Show tv-g comedy, coming of age, family bridgit mendler  leigh-allyn baker  bradley perry united states"
TV Show,goof troop,nancy cartwright  jim cummings  dana hill,united states,tv-y7,"animation, comedy, kids","TV Show tv-y7 animation, comedy, kids nancy cartwright  jim cummings  dana hill united states"
TV Show,great migrations,alec baldwin,united states,tv-pg,"animals & nature, docuseries, survival","TV Show tv-pg animals & nature, docuseries, survival alec baldwin united states"
TV Show,handy manny,wilmer valderrama  carlos alazraqui  dee baker,"united states, canada",tv-y,"animation, kids","TV Show tv-y animation, kids wilmer valderrama  carlos alazraqui  dee baker united states, canada"
TV Show,hannah montana,miley cyrus  emily osment  mitchel musso,united states,tv-g,"comedy, coming of age, kids","TV Show tv-g comedy, coming of age, kids miley cyrus  emily osment  mitchel musso united states"
TV Show,high school musical: the musical: the series,olivia rodrigo  joshua bassett  matt cornett,united states,tv-pg,"comedy, coming of age, drama","TV Show tv-pg comedy, coming of age, drama olivia rodrigo  joshua bassett  matt cornett united states"
TV Show,hostile planet,bear grylls,united states,tv-pg,"animals & nature, docuseries, survival","TV Show tv-pg animals & nature, docuseries, survival bear grylls united states"
TV Show,hulk and the agents of s.m.a.s.h.,fred tatasciore  clancy brown  seth green,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy fred tatasciore  clancy brown  seth green united states"
TV Show,iron man (series),robert hays  james avery  ed gilbert,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids robert hays  james avery  ed gilbert united states"
TV Show,iron man armored adventures,adrian petriw  daniel bacon  anna cummer,"canada, united states, united kingdom, france, luxembourg",tv-g,"action-adventure, animation, coming of age","TV Show tv-g action-adventure, animation, coming of age adrian petriw  daniel bacon  anna cummer canada, united states, united kingdom, france, luxembourg"
TV Show,jessie,debby ryan  peyton list  cameron boyce,united states,tv-pg,"comedy, coming of age, family","TV Show tv-pg comedy, coming of age, family debby ryan  peyton list  cameron boyce united states"
TV Show,kickin' it,leo howard  dylan snyder  mateo arias,united states,tv-pg,"action-adventure, comedy, coming of age","TV Show tv-pg action-adventure, comedy, coming of age leo howard  dylan snyder  mateo arias united states"
TV Show,kingdom of the white wolf,jenny jules,united states,tv-pg,"action-adventure, animals & nature, docuseries","TV Show tv-pg action-adventure, animals & nature, docuseries jenny jules united states"
TV Show,lab rats,billy unger  spencer boldman  kelli berglund,united states,tv-y7,"action-adventure, comedy, coming of age","TV Show tv-y7 action-adventure, comedy, coming of age billy unger  spencer boldman  kelli berglund united states"
TV Show,lego disney frozen: northern lights (shorts),unknown,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy unknown united states"
TV Show,lego star wars: all stars,jasmin brown  josh peck  zeno robinson,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy jasmin brown  josh peck  zeno robinson united states"
TV Show,lego star wars: all stars (shorts),matthew wood  yvette brown  nicolas cantu,unknown,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy matthew wood  yvette brown  nicolas cantu unknown"
TV Show,lego star wars: droid tales,tom kane  anthony daniels  trevor devall,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy tom kane  anthony daniels  trevor devall united states"
TV Show,lego star wars: resistance rises (shorts),unknown,"united states, denmark",tv-y7-fv,"action-adventure, animation, comedy","TV Show tv-y7-fv action-adventure, animation, comedy unknown united states, denmark"
TV Show,lego star wars: the freemaker adventures,matt sloan  trevor devall  greg baldwin,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy matt sloan  trevor devall  greg baldwin united states"
TV Show,lego star wars: the freemaker adventures (shorts),unknown,unknown,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy unknown unknown"
TV Show,lizzie mcguire,hilary duff  lalaine   adam lamberg,united states,tv-g,"comedy, coming of age, kids","TV Show tv-g comedy, coming of age, kids hilary duff  lalaine   adam lamberg united states"
TV Show,lost treasures of the maya,albert lin,"united states, guatemala",tv-pg,"docuseries, historical","TV Show tv-pg docuseries, historical albert lin united states, guatemala"
TV Show,marvel comics x-men,cedric smith  catherine disher  alyson court,"united states, canada",tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy cedric smith  catherine disher  alyson court united states, canada"
TV Show,marvel rising: initiation (shorts),unknown,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids unknown united states"
TV Show,marvel ultimate spider-man,drake bell  chi mcbride  steven weber,united states,tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy drake bell  chi mcbride  steven weber united states"
TV Show,marvel's agent carter,hayley atwell  james d'arcy  chad murray,united states,tv-14,"action-adventure, science fiction, spy/espionage","TV Show tv-14 action-adventure, science fiction, spy/espionage hayley atwell  james d'arcy  chad murray united states"
TV Show,marvel's ant-man (shorts),unknown,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy unknown united states"
TV Show,marvel's avengers assemble,adrian pasdar  fred tatasciore  roger smith,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids adrian pasdar  fred tatasciore  roger smith united states"
TV Show,marvel's avengers: secret wars (shorts),unknown,unknown,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids unknown unknown"
TV Show,marvel's guardians of the galaxy (series),will friedle  trevor devall  kevin richardson,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids will friedle  trevor devall  kevin richardson united states"
TV Show,marvel's guardians of the galaxy (shorts),unknown,unknown,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids unknown unknown"
TV Show,marvel's hero project,unknown,united states,tv-pg,"docuseries, family","TV Show tv-pg docuseries, family unknown united states"
TV Show,marvel's inhumans,anson mount  serinda swan  ken leung,united states,tv-14,"action-adventure, science fiction, superhero","TV Show tv-14 action-adventure, science fiction, superhero anson mount  serinda swan  ken leung united states"
TV Show,marvel's rocket & groot (shorts),unknown,unknown,tv-y7,"action-adventure, animation, buddy","TV Show tv-y7 action-adventure, animation, buddy unknown unknown"
TV Show,marvel's ultimate comics,cole howard  brian drummond,unknown,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy cole howard  brian drummond unknown"
TV Show,mickey mouse (shorts),unknown,united states,tv-g,"animation, kids","TV Show tv-g animation, kids unknown united states"
TV Show,mickey mouse club (1955-59),unknown,united states,tv-pg,"family, variety","TV Show tv-pg family, variety unknown united states"
TV Show,muppet moments (shorts),unknown,united states,tv-y7,"anthology, comedy, kids","TV Show tv-y7 anthology, comedy, kids unknown united states"
TV Show,my friends tigger & pooh,jim cummings,united states,tv-y,"animation, kids","TV Show tv-y animation, kids jim cummings united states"
TV Show,origins: the journey of humankind,mark monroe  jason silva,united states,tv-14,"docuseries, historical","TV Show tv-14 docuseries, historical mark monroe  jason silva united states"
TV Show,out of the box,vivian bayubay  tony james  jill schackner,united states,tv-g,kids,TV Show tv-g kids vivian bayubay  tony james  jill schackner united states
TV Show,phil of the future,ricky ullman  amy bruckner  craig anton,united states,tv-g,"comedy, coming of age, kids","TV Show tv-g comedy, coming of age, kids ricky ullman  amy bruckner  craig anton united states"
TV Show,phineas and ferb,vincent martella  ashley tisdale  thomas sangster,"united states, south korea, china, taiwan",tv-g,"action-adventure, animation, comedy","TV Show tv-g action-adventure, animation, comedy vincent martella  ashley tisdale  thomas sangster united states, south korea, china, taiwan"
TV Show,pixar in real life,unknown,united states,tv-g,"anthology, comedy, family","TV Show tv-g anthology, comedy, family unknown united states"
TV Show,quack pack,tony anselmo  james avery  brian cummings,united states,tv-y,"action-adventure, animation, comedy","TV Show tv-y action-adventure, animation, comedy tony anselmo  james avery  brian cummings united states"
TV Show,rocky mountain animal rescue,chopper bernet,united states,tv-pg,"animals & nature, docuseries, family","TV Show tv-pg animals & nature, docuseries, family chopper bernet united states"
TV Show,shake it up,bella thorne  zendaya   davis cleveland,united states,tv-g,"buddy, comedy, coming of age","TV Show tv-g buddy, comedy, coming of age bella thorne  zendaya   davis cleveland united states"
TV Show,silver surfer,paul essiembre  james blendick  robert bockstael,"united states, canada",tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids paul essiembre  james blendick  robert bockstael united states, canada"
TV Show,so weird,cara delizia  patrick levis  erik von detten,canada,tv-y7,"fantasy, kids, mystery","TV Show tv-y7 fantasy, kids, mystery cara delizia  patrick levis  erik von detten canada"
TV Show,spider-man (shorts),unknown,unknown,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids unknown unknown"
TV Show,spider-man and his amazing friends,hans conried  jerry dexter  george dicenzo,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids hans conried  jerry dexter  george dicenzo united states"
TV Show,spider-man unlimited,rino romano  kathleen barr  jim byrnes,"united states, canada",tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids rino romano  kathleen barr  jim byrnes united states, canada"
TV Show,spider-woman,joan ark  bruce miller  bryan scott,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids joan ark  bruce miller  bryan scott united states"
TV Show,star wars forces of destiny (shorts),"ashley eckstein  matt lanter  c1-10p a.k.a. ""chopper"" ",united states,tv-y7,"action-adventure, animation, anthology","TV Show tv-y7 action-adventure, animation, anthology ashley eckstein  matt lanter  c1-10p a.k.a. ""chopper""  united states"
TV Show,star wars rebels,taylor gray  vanessa marshall  freddie prinze jr.,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids taylor gray  vanessa marshall  freddie prinze jr. united states"
TV Show,star wars rebels (shorts),unknown,unknown,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids unknown unknown"
TV Show,star wars: blips,unknown,united states,tv-y7-fv,series,TV Show tv-y7-fv series unknown united states
TV Show,talespin,charlie adler  jim cummings  ed gilbert,united states,tv-g,"action-adventure, animation, kids","TV Show tv-g action-adventure, animation, kids charlie adler  jim cummings  ed gilbert united states"
TV Show,the adventures of spin and marty,david stollery  tim considine,united states,tv-g,"buddy, coming of age, family","TV Show tv-g buddy, coming of age, family david stollery  tim considine united states"
TV Show,the avengers: earth's mightiest heroes,eric loomis  bumper robinson  dawn olivera,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids eric loomis  bumper robinson  dawn olivera united states"
TV Show,the avengers: united they stand,martin roach  rod wilson  lenore zann,"france, canada, united states",tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids martin roach  rod wilson  lenore zann france, canada, united states"
TV Show,the book of once upon a time,kate mulvany,unknown,tv-y,"animation, anthology, kids","TV Show tv-y animation, anthology, kids kate mulvany unknown"
TV Show,the book of pooh,jim cummings  paul tiesler  jeff bennett,united states,tv-y,"comedy, kids","TV Show tv-y comedy, kids jim cummings  paul tiesler  jeff bennett united states"
TV Show,the imagineering story,unknown,united states,tv-pg,"docuseries, historical","TV Show tv-pg docuseries, historical unknown united states"
TV Show,the muppets (series),bill barretta  dave goelz  eric jacobson,united states,tv-pg,comedy,TV Show tv-pg comedy bill barretta  dave goelz  eric jacobson united states
TV Show,the new adventures of winnie the pooh,jim cummings  paul winchell  john fiedler,united states,tv-y,"animation, kids","TV Show tv-y animation, kids jim cummings  paul winchell  john fiedler united states"
TV Show,the replacements,nancy cartwright  grey delisle  kath soucie,united states,tv-g,"animation, comedy, family","TV Show tv-g animation, comedy, family nancy cartwright  grey delisle  kath soucie united states"
TV Show,the suite life of zack & cody,cole sprouse  dylan sprouse  brenda song,united states,tv-g,"action-adventure, comedy, coming of age","TV Show tv-g action-adventure, comedy, coming of age cole sprouse  dylan sprouse  brenda song united states"
TV Show,the suite life on deck,cole sprouse  dylan sprouse  brenda song,united states,tv-g,"action-adventure, comedy, coming of age","TV Show tv-g action-adventure, comedy, coming of age cole sprouse  dylan sprouse  brenda song united states"
TV Show,the world according to jeff goldblum,jeff goldblum,united states,tv-pg,docuseries,TV Show tv-pg docuseries jeff goldblum united states
TV Show,timon & pumbaa,quinton flynn  ernie sabella  jim cummings,united states,tv-y,"animation, buddy, comedy","TV Show tv-y animation, buddy, comedy quinton flynn  ernie sabella  jim cummings united states"
TV Show,wild yellowstone,bart thomasson,germany,tv-pg,"animals & nature, docuseries, travel","TV Show tv-pg animals & nature, docuseries, travel bart thomasson germany"
TV Show,wizards of waverly place,selena gomez  david henrie  jake austin,united states,tv-g,"comedy, coming of age, fantasy","TV Show tv-g comedy, coming of age, fantasy selena gomez  david henrie  jake austin united states"
TV Show,wolverine and the x-men,steve blum  chris edgerly  jennifer hale,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids steve blum  chris edgerly  jennifer hale united states"
TV Show,x-men: evolution,noel fisher  vincent gale  christopher judge,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids noel fisher  vincent gale  christopher judge united states"
TV Show,smart guy,tahj mowry  john jones  jason weaver,united states,tv-g,"comedy, coming of age, kids","TV Show tv-g comedy, coming of age, kids tahj mowry  john jones  jason weaver united states"
TV Show,disney kirby buckets,jacob bertrand  mekai curtis  cade sutton,united states,tv-y7,"action-adventure, comedy, coming of age","TV Show tv-y7 action-adventure, comedy, coming of age jacob bertrand  mekai curtis  cade sutton united states"
TV Show,disney mech-x4,nathaniel potvin  raymond cham  kamran lucas,canada,tv-y7,"action-adventure, comedy, science fiction","TV Show tv-y7 action-adventure, comedy, science fiction nathaniel potvin  raymond cham  kamran lucas canada"
TV Show,imagination movers,rich collins  dave poche  scott durbin,united states,tv-y,"kids, music","TV Show tv-y kids, music rich collins  dave poche  scott durbin united states"
